YEAR,TIPO_SUBVENCION,CODIGO,NOMBRE_INICIATIVA,PROVINCIA,COMUNA,RUT_INSTITUCION,NOMBRE_INSTITUCION,ID,CAJA,UBICACION,DOC_PRESENTE,OBSERVACION,PDF_PATH
2023,CULTURA,2301C0146,PRIMERA VERSION FIESTA COSTUMBRISTA DEL CABALLO,DIGUILLÍN,SAN IGNACIO,65.191.447-7,CLUB DEPORTIVO SOCIAL Y CULTURAL CABALGADORES EL AMANECER LOURDES,231,8,,,,
2023,CULTURA,2301C0148,""" GENERANDO INSTANCIAS DE ENCUENTRO CON EL ARTE Y LA CULTURA EN VERANO"". JORNADAS DE CASA ABIERTA",ITATA,COELEMU,65.153.724-k,CORPORACION CULTURAL Y SOCIAL ARTE Y VIDA DE COELEMU,232,8,,,,
2023,CULTURA,2301C0149,ENCUENTRO DE ARTESANAS/OS Y MANUELISTAS DE LA PROVINCIA DEL DIGUILLIN,DIGUILLÍN,EL CARMEN,65.914.320-8,AGRUPACION DE ARTESANOS DE EL CARMEN,233,8,,,,
2023,CULTURA,2301C0150,"FIESTA DE LA PRIMAVERA, NINHUE 2023",ITATA,NINHUE,65.201.086-5,COMITE DE FERIANTES EMPRENDEDORES DE NINHUE,234,8,,,,
2023,CULTURA,2301C0151,MUESTRA ARTISTICA DE ALUMNOS DEL LDP 2023,PUNILLA,SAN CARLOS,65.999.505-0,CENTRO DE PADRES Y APODERADOS ESCUELA D-99 DIEGO PORTALES PALAZUELOS,235,8,,,,
2023,CULTURA,2301C0152,FERIA ARTESANAL COSTUMBRISTA REGIONAL SAN FABIAN 2023,PUNILLA,SAN FABIÁN,65.933.330-9,CENTRO CULTURAL AYEKAM DE ALICO,236,8,,,,
2023,CULTURA,2301C0153,"QUINTA VERSIÓN ""FERIA COSTUMBRISTA DEL AJÍ EN CASAS BLANCAS""",ITATA,QUIRIHUE,65.100.598-1,COMITÉ DE ADELANTO CASAS BLANCAS,237,8,,,,
2023,CULTURA,2301C0154,"BATUCADA JUVENIL Y COMUNITARIA ""BLOCO ITATA""",ITATA,QUIRIHUE,65.123.653-3,"AGRUPACION SOCIAL, CULTURAL, EDUCATIVA Y DEPORTIVA ""FUERZA JOVEN""",238,8,,,,
2023,CULTURA,2301C0155,BAILANDO Y DANZANDO CON ANDALICAN,DIGUILLÍN,YUNGAY,65.083.392-9,AGRUPACION FOLCLORICA ANDALICAN,239,8,,,,
2023,CULTURA,2301C0157,FERIA APICOLA COELEMU 2023,ITATA,COELEMU,65.108.509-8,COMITE DE APICULTORES DE COELEMU,240,8,,,,
2023,CULTURA,2301C0159,"CHILLAN: HISTORIA, PATRIMONIO E IDENTIDAD CULTURAL DE SUS BARRIOS Y CALLES",DIGUILLÍN,CHILLÁN,71.541.900-9,UNIVERSIDAD DEL ALBA,241,9,,,,
2023,CULTURA,2301C0160,FIESTA CULTUAL BENDICION DEL TRIGO,ITATA,TREHUACO,75.937.380-4,JUNTA DE VECINOS PANIAGUA,242,9,,,,
2023,CULTURA,2301C0162,EQUIPAMIENTO MAPU,DIGUILLÍN,CHILLÁN VIEJO,65.099.946-0,ASOCIACIÓN INDÍGENA MAPUCHE MAPU TRAFÜN,243,9,,,,
2023,CULTURA,2301C0163,TALLER DE PINTURA AL ÓLEO,PUNILLA,SAN CARLOS,65.162.206-9,"AGRUPACIÓN CULTURAL ""CON MANOS DE MUJER""",244,9,,,,
2023,CULTURA,2301C0164,CANTANDO Y BAILANDO CON BROTES DE ÑUBLE,DIGUILLÍN,CHILLÁN,65.095.548-K,AGRUPACION FOLCLORICA BROTES DE ÑUBLE,245,9,,,,
2023,CULTURA,2301C0165,FIESTA COSTUMBRISTA LAS CAMELIAS EL RINCON,ITATA,NINHUE,65.027.382-6,CLUB DE HUASOS LAS CAMELIAS DEL RINCON,246,9,,,,
2023,CULTURA,2301C0166,FESTIVAL RANCHERO “ARRIBA COMUNIDAD NORTE”,ITATA,NINHUE,74.478.000-4,JUNTA DE VECINOS N3 EL RINCON,247,9,,,,
2023,CULTURA,2301C0167,SABORES DE MI TIERRA,PUNILLA,SAN CARLOS,65.440.640-5,CENTRO GENERAL DE PADRES Y APODERADOS ESCUELA E-139,248,9,,,,
2023,CULTURA,2301C0170,TALLER DE GUITARRA CON RAICES FOLCLORICAS DE CHILE,DIGUILLÍN,SAN IGNACIO,65.026.556-4,"JUNTA DE VECINOS N3 SAN MIGUEL, COMUNA DE SAN IGNACIO",249,9,,,,
2023,CULTURA,2301C0171,"TALLER DE BAILES INTERNACIONALES, K - POP EN ÑUBLE",DIGUILLÍN,CHILLÁN,65.209.441-4,AGRUPACION DEPORTIVA SOCIAL Y CULTURAL K DANCE ÑUBLE,250,9,,,,
2023,CULTURA,2301C0173,ENTRE NOTAS Y AULAS,DIGUILLÍN,CHILLÁN,72.312.000-4,CENTRO GENERAL DE PADRES Y APODERADOS DEL COLEGIO CONCEPCION,251,9,,,,
2023,CULTURA,2301C0175,"ITINERANCIA POR COMUNAS DE LA REGION DE ÑUBLE DE MUSICAL FOLCLORICO DE CREACION PROPIA ""UN TREN QUE LLEGABA HASTA EL MAR"", HISTORIAS DEL REMAL A DICHATO",DIGUILLÍN,CHILLÁN,65.450.830-5,CENTRO CULTURAL Y ARTISTICO SURCO Y SEMILLA,252,9,,,,
2023,CULTURA,2301C0177,MAPUKETRAN LE CANTA A ÑUBLE,DIGUILLÍN,YUNGAY,65.613.860-2,GRUPO FOLKLORE Y CULTURA MAPUKETRAN,253,9,,,,
2023,CULTURA,2301C0178,FORTALECIMIENTO DEL AREA MUSICAL EN EL COLEGIO SAN AGUSTIN DE QUIRIHUE,ITATA,QUIRIHUE,65.033.938-k,FUNDACION EDUCACIONAL COLEGIO PARROQUIAL SAN AGUSTIN DE QUIRIHUE,254,9,,,,
2023,CULTURA,2301C0179,GRAN FIESTA COSTUMBRISTA,PUNILLA,SAN CARLOS,65.290.030-5,CENTRO DE PADRES YA PODERADOS ESCUELA MONTE BLANCO,255,9,,,,
2023,CULTURA,2301C0180,"""MUSICA QUE ABRE CAMINOS"" NUEVAS METAS Y HORIZONTES PARA NIÑOS JOVENES SANCARLINOS Y FORTALECIMIENTO DE LAZOS CON LA COMUNIDAD DE LAS OVEJAS, ARGENTINA, A TRAVES DE GIRA MUSICAL.",PUNILLA,SAN CARLOS,65.057.293-9,CENTRO CULTURAL AMIGOS DE LA ORQUESTA SAGRADO CORAZON,256,9,,,,
2023,CULTURA,2301C0182,"III VERSIÓN DE LA FIESTA CRIOLLA DE LA CAZUELA DE CAMPO, LARQUI PONIENTE.",DIGUILLÍN,BULNES,75.260.900-4,JUNTA DE VECINOS LARQUI PONIENTE 9-R,257,9,,,,
2023,CULTURA,2301C0183,ENCUENTRO INTERREGIONAL DE CANTOS Y DANZAS TRADICIONALES,DIGUILLÍN,CHILLÁN,65.995.080-4,CONJUNTO FOLCLORICO PILLMAIKEN DE CHILLAN,258,9,,,,
2023,CULTURA,2301C0184,"6TA FERIA CULINARIA DEL CHOCLO, SAN IGNACIO 2023",DIGUILLÍN,SAN IGNACIO,65.015.963-2,JUNTA DE VECINOS EL LUCERO,259,9,,,,
2023,CULTURA,2301C0185,"""QUIERO MI TALLER DE CUECA""",DIGUILLÍN,SAN IGNACIO,65.223.313-9,CENTRO GENERAL DE PADRES Y APODERADOS COLEGIO POLITÉCNICO VÍCTOR JARA,260,9,,,,
2023,CULTURA,2301C0186,LAS ARTESANAS DE VALLE HERMOSO SE EQUPAN,DIGUILLÍN,PEMUCO,75.650.600-5,COMITE ARTESANAL LAS ILUSIONES VELLLE HERMOSO,261,9,,,,
2023,CULTURA,2301C0188,TEJIENDO REDES EN MACRAME,DIGUILLÍN,BULNES,65.083.882-3,AGRUPACION DE MUJERES TALLER NUEVO AMANECER,262,9,,,,
2023,CULTURA,2301C0189,"ITINERANCIA CONJUNTO FOLCLORICO SAN IGNACIOGNACIO, 30 AÑOS COMPARTIENDO EL AMOR POR NUESTRO FOLCLOR”",DIGUILLÍN,SAN IGNACIO,74.033.500-6,CONJUNTO FOLCLORICO SAN IGNACIO,263,9,,,,
2023,CULTURA,2301C0192,TIERRA Y CANTO SIN FRONTERAS,PUNILLA,SAN CARLOS,65.038.040-1,CENTRO CULTURAL TIERRA Y CANTO,264,9,,,,
2023,CULTURA,2301C0193,"SI QUIERES AVENTURA, LÁNZATE A LA LECTURA",PUNILLA,COIHUECO,65.149.707-8,CENTRO DE PADRES Y APODERADOS ESCUELA MARTA COLVIN ANDRADE,265,9,,,,
2023,CULTURA,2301C0194,RECREACION HISTORICA EN SAN CARLOS,PUNILLA,SAN CARLOS,65.200.721-k,ARH AGRUPACION DE RECREACION HISTORICA SAN CARLOS,266,9,,,,
2023,CULTURA,2301C0198,FERIA ITINERANTE ARTESANAL Y ARTISTICA DE COSTUMBRES Y TRADICIONES DE LA COMUNA DE QUILLON,DIGUILLÍN,QUILLÓN,65.178.979-6,ASOCIACIÓN MULTICULTURAL QUILLÓN,267,9,,,,
2023,CULTURA,2301C0200,"""ARMONIA EN MOVIMIENTO: CREANDO UNA ORQUESTA DE CAMARA PARA LOS NIÑOS DEL INTITUTO SANTA MARIA DE CHILLAN""",DIGUILLÍN,CHILLÁN,71.163.700-1,CENTRO GENERAL DE PADRES Y APODERADOS DEL INSTITUTO SANTA MARIA CHILLAN,268,9,,,,
2023,CULTURA,2301C0201,CUENTOS HISTORIAS Y MITOS DE COIHUECO,PUNILLA,COIHUECO,65.193.889-9,CLUB CULTURAL Y DEPORTIVO ARTURO PRAT CHACON,269,9,,,,
2023,CULTURA,2301C0205,PRIMERA FIESTA COSTUMBRISTA DEL CLUB DE RODEO CHILENO DE COIHUECO,PUNILLA,COIHUECO,65.458.690-k,CLUB DE RODEO CHILENO DE COIHUECO,270,9,,,,
2023,CULTURA,2301C0206,3ER ENCUENTRO DE CANTORAS POPULARES,DIGUILLÍN,SAN IGNACIO,65.187.869-1,CENTRO CULTURAL PATRIMONIAL TURISTICO Y DEPORTIVO HUELLAS DEL DIGUILLIN,271,10,,,,
2023,CULTURA,2301C0210,EL CONEJIN SE RESCATA Y VALORA LAS TRADICIONES DE SU COMUNA,DIGUILLÍN,PEMUCO,65.842.820-9,CENTRO DE PADRES Y APODERADOS JARDIN INFANTIL EL CONEJIN,272,10,,,,
2023,DEPORTE,2301D0003,1º VERSION CAMPEONATO DE PESCA INTER REGIONAL COSTA ÑUBLE,ITATA,COELEMU,65.188.284-2,ASOCIACION DE PESCA CAZA Y LANZAMIENTO ITATA ÑUBLE,273,10,,,,
2023,DEPORTE,2301D0005,EL FUTBOL SE REACTIVA EN TREHUACO,ITATA,TREGUACO,74.225.500-K,CLUB DEPORTIVO TREHUACO,274,10,,,,
2023,DEPORTE,2301D0006,FUTBOL RECREATIVO PARA NIÑOS LAJUELAS,PUNILLA,SAN NICOLÁS,65.184.773-7,ESCUELA DE FUTBOL SOCIAL CULTURAL Y DEPORTIVO LAJUELAS,275,10,,,,
2023,DEPORTE,2301D0007,EL DEPORTE REY LLEGA A LOS BARRIOS,ITATA,COELEMU,65.097.664-9,UNION COMUNAL DE CLUBES DE RAYUELA DE COELEMU,276,10,,,,
2023,DEPORTE,2301D0009,FOMENTANDO VIDA SALUDABLE DESDE LA NIÑEZ A TRAVES DEL TAEKWONDO,DIGUILLÍN,CHILLÁN,65.868.660-7,CLUB DEPORTIVO DRAGONES BLANCOS DE CHILLAN,277,10,,,,
2023,DEPORTE,2301D0011,IMPLEMENTACIÓN DEPORTIVA PARA NUESTROS JOVENES,DIGUILLÍN,CHILLÁN VIEJO,74.521.800-8,CLUB DEPORTIVO EL SAUCE,278,10,,,,
2023,DEPORTE,2301D0012,MUJERES POSITIVAS FITNESS,ITATA,RÁNQUIL,65.055.635-6,GRUPO DEPORTIVO FEMENINO LAS PALOMITAS,279,10,,,,
2023,DEPORTE,2301D0014,SEGUNDO BOOTCAMP DE TAEKWONDO: NATURALEZA Y DEPORTE UNIDOS PARA UN APRENDIZAJE SIGNIFICATIVO,DIGUILLÍN,CHILLÁN,65.029.987-6,ASOCIACIÓN DEPORTIVA LOCAL DE TAEKWONDO ÑUBLE REGIÓN,280,10,,,,
2023,DEPORTE,2301D0015,TAEKWONDO FORMATIVO: INCULCANDO HABITOS DE VIDA SALUDABLE,DIGUILLÍN,CHILLÁN,65.000.066-8,CLUB DEPORTIVO DE TAEKWONDO PANTERAS NEGRAS DE CHILLAN,281,10,,,,
2023,DEPORTE,2301D0016,"""ESCUELA DEPORTIVA DE FUTBOL SAN CAMILO""",PUNILLA,SAN CARLOS,69.274.000-9,CLUB DEPORTIVO SAN CAMILO,282,10,,,,
2023,DEPORTE,2301D0017,PRIMERA ESCUELA DE FUTBOL CLUB DEPORTIVO SAN PABLO,DIGUILLÍN,PINTO,65.328.720-8,CLUB DEPORTIVO SAN PABLO,283,10,,,,
2023,DEPORTE,2301D0018,ESCUELA DE FUTBOL INCLUSIVA PARA NIÑOS AÑO 2023.,DIGUILLÍN,BULNES,65.666.030-9,CLUB DEPORTIVO SOCIAL Y CULTURAL COMERCIO DE BULNES,284,10,,,,
2023,DEPORTE,2301D0021,IMPLEMENTACIÓN DEPORTIVA PARA SERIES MENORES DEL FUTBOL RURAL PERTENECIENTE AL CLUB DEPORTIVO UNIÓN CATOLICA,DIGUILLÍN,QUILLÓN,65.132.910-8,CLUB DEPORTIVO UNIÓN CATÓLICA DE QUILLÓN,285,10,,,,
2023,DEPORTE,2301D0023,CUADRANGULAR DEPORTIVO CLUB DEPORTIVO COLO COLO SAN NICOLÁS,PUNILLA,SAN NICOLÁS,73.478.000-6,CLUB DEPORTIVO COLO COLO SAN NICOLÁS,286,10,,,,
2023,DEPORTE,2301D0025,FUTBOL FORMATIVO DE ÑUBLENSE DE PEMUCO,DIGUILLÍN,PEMUCO,71.659.600-1,CLUB DEPORTIVO ÑUBLENSE DE PEMUCO,287,10,,,,
2023,DEPORTE,2301D0026,MEJORAMIENTO DE RECURSOS PARA LA LIGA ANDABA O'HIGGINS CHILLÁN VIEJO,DIGUILLÍN,CHILLÁN VIEJO,65.038.876-3,LIGA ANDABA OHIGGINS CHILLÁN VIEJO,288,10,,,,
2023,DEPORTE,2301D0027,"PRIMERA ESCUELA DE CICLISTAS, EN EL SECTOR DOÑA ROSA, CHILLAN 2023",DIGUILLÍN,CHILLÁN,65.074.708-9,AGRUPACION DE CICLISMO CHILLAN,289,10,,,,
2023,DEPORTE,2301D0028,ESCUELA FORMATIVA DE CROSSFIT AURA FITNESS,PUNILLA,SAN CARLOS,65.206.386-1,CLUB DEPORTIVO AURA FITNESS,290,10,,,,
2023,DEPORTE,2301D0030,HOCKEY CÉSPED PARA TODOS,DIGUILLÍN,CHILLÁN,65.221.202-6,CLUB CUMBRES SUR,291,10,,,,
2023,DEPORTE,2301D0031,CUADRANGULAR DE FUTBOL MIXTO,PUNILLA,SAN FABIÁN,65.047.366-3,CLUB DEPORTIVO LOS AROMOS DE PICHINAL,292,10,,,,
2023,DEPORTE,2301D0032,EQUIPAMIENTO Y PARTICIPACIÓN PARA EL CLUB DEPORTIVO FC REAL BRISAS,DIGUILLÍN,CHILLÁN,65.092.986-1,CLUB DEPORTIVO FC REAL BRISAS,293,10,,,,
2023,DEPORTE,2301D0034,CAMPEONATO DE FUTBOL COMUNAL FNDR 8% NINHUE AÑO 2023,ITATA,NINHUE,65.168.222-3,UNION COMUNAL DE FUTBOL NINHUE,294,10,,,,
2023,DEPORTE,2301D0035,PAREDONES PARTICIPA EN LA LIGA FUSEC 2023,PUNILLA,ÑIQUÉN,65.283.200-8,CLUB DEPORTIVO PAREDONES,295,10,,,,
2023,DEPORTE,2301D0036,“REAL ZARAGOZA SE PREPARA PARA EL TORNEO OFICIAL”,DIGUILLÍN,CHILLÁN,75.905.900-k,CLUB DEPORTIVO SOCIAL Y CULTURAL REAL ZARAGOZA,296,10,,,,
2023,DEPORTE,2301D0038,"IMPLEMENTANDO AL CLUB, PARA PARTICIPAR CON ALEGRÍA EN EL CAMPEONATO RURAL CORDILLERA 2023.",DIGUILLÍN,CHILLÁN,65.071.150-5,CLUB DEPORTIVO SOCIAL Y CULTURAL UNIÓN DE CATO,297,10,,,,
2023,DEPORTE,2301D0039,FORTALECIMIENTO PRÁCTICO DEPORTIVA DEL TEAM,DIGUILLÍN,QUILLÓN,65.212.244-2,TEAM CICLISMO CAYUMANQUE,298,10,,,,
2023,DEPORTE,2301D0040,"CUADRANGULAR FEMENINO, MUJER Y DEPORTE EN ÑUBLE",DIGUILLÍN,PINTO,65.144.393-8,CLUB DEPORTIVO FEMENINO LAS AGUILAS DE PINTO,299,10,,,,
2023,DEPORTE,2301D0043,RODEO OFICIAL FENARO 2023 CLUB DE RODEO EMILIO DURAN FERNÁNDEZ,PUNILLA,SAN NICOLÁS,65.029.130-1,CLUB DE RODEO EMILIO DURAN FERNÁNDEZ,300,10,,,,
2023,DEPORTE,2301D0044,IMPLEMENTANDO LAS Y LOS DEPORTISTAS DEL CLUB DEPORTIVO MILAGRO – QUILLÓN,DIGUILLÍN,QUILLÓN,65.043.320-3,CLUB DEPORTIVO MILAGRO,301,11,,,,
2023,DEPORTE,2301D0045,IMPLEMENTANDO AL CLUB DEPORTIVO,DIGUILLÍN,YUNGAY,65.041.970-7,CLUB DEPORTIVOS LOS MAYOS,302,11,,,,
2023,DEPORTE,2301D0046,TALLER FORMATIVO DE TAEKWONDO,DIGUILLÍN,CHILLÁN,65.068.114-2,CLUB DEPORTIVO DRAGONES BLANCOS KIDS,303,11,,,,
2023,DEPORTE,2301D0047,CAMPEONATO ASOCIACION DE FUTBOL RURAL SANTA CLARA AÑO 2023.,DIGUILLÍN,BULNES,65.821.650-3,ASOCIACION DE FUTBOL RURAL SANTA CLARA,304,11,,,,
2023,DEPORTE,2301D0048,PRIMER CAMPEONATO REGIONAL DE SELECCIONES ARFA ÑUBLE 2023,DIGUILLÍN,CHILLÁN,65.210.539-4,ASOCIACIÓN REGIONAL DE FUTBOL AMATEUR DE LA DIECISEISAVA REGION DE ÑUBLE,305,11,,,,
2023,DEPORTE,2301D0049,ESCUELA DE FÚTBOL ARTURO PRAT 2023,ITATA,NINHUE,72.333.500-0,CLUB DEPORTIVO ARTURO PRAT DE NINHUE,306,11,,,,
2023,DEPORTE,2301D0050,"""TALLER DE ENTRENAMIENTO DEPORTIVO SAN LUIS DE ARIZONA""",PUNILLA,SAN CARLOS,65.078.893-1,CLUB DEPORTIVO SAN LUIS DE ARIZONA,307,11,,,,
2023,DEPORTE,2301D0054,CAMPEONATO REGIONAL DE TAEKWONDO,DIGUILLÍN,CHILLÁN,65.021.131-6,CLUB DEPORTIVO DE TAEKWONDO ESPÍRITU INDOMABLE DE CHILLÁN,308,11,,,,
2023,DEPORTE,2301D0055,DEPORTE PARA NUESTRAS SOCIAS MOVIMIENTO GUATITA DE DELANTAL,DIGUILLÍN,BULNES,65.179.424-2,MOVIMIENTO GUATITA DE DELANTAL,309,11,,,,
2023,DEPORTE,2301D0056,PARTICIPANDO DEL CAMPEONATO DE FUTBOL SECANO AÑO 2023,PUNILLA,SAN CARLOS,73.716.800-K,CLUB DEPORTIVO LA MARAVILLA,310,11,,,,
2023,DEPORTE,2301D0057,EL FUTBOL RURAL SECANO SE POTENCIA GRACIAS AL FNDR 2023,PUNILLA,SAN CARLOS,65.130.820-8,UNIÓN COMUNAL DE CLUBES DEPORTIVOS ASOCIACIÓN FUTBOL RURAL PONIENTE,311,11,,,,
2023,DEPORTE,2301D0058,MANTENTE EN MOVIMIENTO PARA MEJORAR TU SALUD,ITATA,QUIRIHUE,65.214.767-4,CONSEJO DE DESARROLLO POSTA LOS REMATES,312,11,,,,
2023,DEPORTE,2301D0059,CLUB DEPORTIVO JUNQUILLO PRESENTE EN CAMPEONATO FUTBOL SECANO 2023,PUNILLA,SAN CARLOS,65.094.340-6,CLUB DEPORTIVO JUNQUILLO,313,11,,,,
2023,DEPORTE,2301D0060,"PARTICIPACIÒN CAMPEONATO CLAUSURA 2023 EN COIHUECO, CLUB DEPORTIVO BERNARDO",PUNILLA,COIHUECO,72.745.600-7,CLUB DEPORTIVO BERNARDO OLALDE,314,11,,,,
2023,DEPORTE,2301D0063,"PARTICIPACION CAMPEONATO CLAUSURA 2023 EN COIHUECO, CLUB DEPORTIVO SAN MIGUEL",PUNILLA,COIHUECO,65.223.765-7,CLUB DEPORTIVO SAN MIGUEL,315,11,,,,
2023,DEPORTE,2301D0064,"PARTICIPACIÓN CAMPEONATO CLAUSURA 2023 EN COIHUECO, CLUB DEPORTIVO COPIHUAL",PUNILLA,COIHUECO,73.169.400-1,CLUB DEPORTIVO COPIHUAL,316,11,,,,
2023,DEPORTE,2301D0065,CUADRANGULAR DE FUTBOL DESDE LA MONTAÑA,DIGUILLÍN,PINTO,65.168.492-7,CLUB DEPORTIVO LA MONTAÑA,317,11,,,,
2023,DEPORTE,2301D0066,"PARTICIPACIÓN CAMPEONATO CLAUSURA 2023 EN COIHUECO, CLUB DEPORTIVO BUSTAMANTE",PUNILLA,COIHUECO,72.422.000-2,CLUB DEPORTIVO BUSTAMANTE,318,11,,,,
2023,DEPORTE,2301D0067,"PARTICIPACIÓN CAMPEONATO CLAUSURA 2023 EN COIHUECO, CLUB DEPORTIVO RENACER LOS HÉROES",PUNILLA,COIHUECO,65.041.730-5,CLUB DEPORTIVO RENACER LOS HÉROES,319,11,,,,
2023,DEPORTE,2301D0068,20° EDICIÓN OCTAGONAL CAUPOLICAN QUILODRÁN GUZMÁN CLUB DEPORTIVO SOCIAL COIHUECO,PUNILLA,COIHUECO,71.768.500-8,CLUB DEPORTIVO SOCIAL COIHUECO,320,11,,,,
2023,DEPORTE,2301D0069,PRIMERA ESCUELITA DE CICLISMO PARA MINAS DEL PRADO 2023,PUNILLA,COIHUECO,65.213.205-7,CENTRO GENERAL DE PADRES Y APODERADOS ESCUELA F 299 GUARDIA MARINA ERNESTO RIQUELME MINAS DEL PRADO,321,11,,,,
2023,DEPORTE,2301D0071,CLUB 21 DE MAYO INCENTIVANDO AL DEPORTE RURAL,ITATA,NINHUE,65.125.708-5,CLUB DEPORTIVO 21 DE MAYO-SECTOR EL RINCON,322,11,,,,
2023,DEPORTE,2301D0073,CLUB DEPORTIVO TORRECILLAS POR MÁS RECREACIÓN,ITATA,NINHUE,75.522.000-0,CLUB DEPORTIVO TORRECILLAS,323,11,,,,
2023,DEPORTE,2301D0074,"ADQUISICIÓN DE INDUMENTARIA DEPORTIVA PARA DAR UNIFORMIDAD A LOS ASOCIADOS AL LLEGAR, DIRIGIR E IMPARTIR JUSTICIA EN LOS DIFERENTES TERRENOS DE JUEGOS DE LA REGIÓN.",DIGUILLÍN,CHILLÁN,65.056.847-8,CUERPO DE ÁRBITROS NUEVA IMAGEN DE CHILLÁN,324,11,,,,
2023,DEPORTE,2301D0075,“TRABUCCO VUELVE A LAS CANCHAS”,ITATA,RÁNQUIL,65.858.380-8,CULTURAL CLUB DEPORTIVO ENRIQUE TRABUCCO,325,11,,,,
2023,DEPORTE,2301D0077,FOMENTANDO EL DEPORTE EN NUESTRA COMUNA.,ITATA,RÁNQUIL,65.187.161-1,CLUB DEPORTIVO UNION JUVENTUD NUEVA ALDEA,326,11,,,,
2023,DEPORTE,2301D0078,"BUSCANDO ESPACIOS PARA QUE NUESTROS NIÑOS Y JÓVENES UNIONINOS, SE DESARROLLEN DE MANERA INTEGRAL EN UN AMBIENTE LIBRE DE ALCOHOL, DROGAS Y EN BASE A UNA BUENA ALIMENTACIÓN.",DIGUILLÍN,CHILLÁN,65.033.840-5,CLUB DE DEPORTES UNION,327,11,,,,
2023,DEPORTE,2301D0079,FORMANDO FUTUROS CAMPEONES,ITATA,QUIRIHUE,73.417.500-5,CLUB DEPORTIVO LICEO,328,11,,,,
2023,DEPORTE,2301D0080,EL ESFUERZO DE QUINQUEHUA POR EL FUTBOL SECANO 2023,PUNILLA,SAN CARLOS,65.598.600-6,CLUB DEPORTIVO EL ESFUERZO DE QUINQUEHUA,329,11,,,,
2023,DEPORTE,2301D0081,DESARROLLANDO VALORES Y HABILIDADES A TRAVÉS DE LAS ARTES MARCIALES,PUNILLA,SAN CARLOS,65.035.676-4,CLUB DEPORTIVO REAL CONTACT,330,11,,,,
2023,DEPORTE,2301D0083,IMPLEMENTANDO A MI CLUB PARA EL CAMPEONATO COMUNAL DE FUTBOL DE PEMUCO 2023,DIGUILLÍN,PEMUCO,73.723.700-1,CLUB DEPORTIVO LICEO,331,12,,,,
2023,DEPORTE,2301D0084,APRENDIENDO A ENTRENAR SEGUROS.,DIGUILLÍN,SAN IGNACIO,65.081.225-5,JUNTA DE VECINOS VILLA SANTA ROSA,332,12,,,,
2023,DEPORTE,2301D0085,TALLER DE CAPACITACIÓN DEPORTIVA,ITATA,RÁNQUIL,65.114.520-1,CLUB DEPORTIVO SAN IGNACIO DE PALOMARES,333,12,,,,
2023,DEPORTE,2301D0087,PARTICIPACIÓN EN EL CAMPEONATO DE TRIATLÓN PUCÓN 2024,DIGUILLÍN,QUILLÓN,65.173.133-K,CLUB DE TRIATLÓN QUILLÓN,334,12,,,,
2023,DEPORTE,2301D0088,"ENFRENTANDO EL FUTURO, RENOVANDO NUESTRAS HERRAMIENTAS DEPORTIVAS",PUNILLA,SAN CARLOS,73.580.400-6,CLUB DEPORTIVO REAL UNIDO,335,12,,,,
2023,DEPORTE,2301D0091,ENCUENTRO FUTBOLISTICO DE CLUBES DEPORTIVOS COMUNA DE PEMUCO,DIGUILLÍN,PEMUCO,65.573.010-9,UNION COMUNAL DE CLUBES DEPORTIVOS DE PEMUCO,336,12,,,,
2023,DEPORTE,2301D0092,PRIMERA ESCUELA DE BASKETBALL PARA NIÑOS Y NIÑAS DEL CLUB DE BASKETBALL CHILLÁN VIEJO,DIGUILLÍN,CHILLÁN VIEJO,65.115.829-K,CLUB DE BASKETBALL CHILLAN VIEJO,337,12,,,,
2023,DEPORTE,2301D0093,ESCUELA DE FUTBOL EN LOS VOLCANES,DIGUILLÍN,CHILLÁN,75.419.300-K,CLUB DEPORTIVO SAN LUIS DE CHILLAN,338,12,,,,
2023,DEPORTE,2301D0095,NUEVOS DESAFIOS EN AJEDREZ PARA LOS NIÑOS DE SAN NICOLAS,PUNILLA,SAN NICOLÁS,65.154.211-1,CLUB DEPORTIVO DE AJEDREZ SAN NICOLAS,339,12,,,,
2023,DEPORTE,2301D0096,EQUIPAMIENTO DEPORTIVO PARA TORNEO ANFA SAN CARLOS,PUNILLA,SAN CARLOS,71.341.500-6,CLUB DEPORTIVO RICARDO MENDEZ SAN CARLOS,340,12,,,,
2023,DEPORTE,2301D0097,ESCUELA DE FUTBOL 2023 CLUB DEPORTIVO CHACAY,PUNILLA,ÑIQUÉN,73.271.800-1,CLUB DEPORTIVO CHACAY,341,12,,,,
2023,DEPORTE,2301D0099,COLO COLO LA MERCED SE LA JUEGA JUNTO A SUS HERMANOS EXTRANJEROS,PUNILLA,SAN CARLOS,65.147.581-3,CLUB DEPORTIVO COLO COLO LA MERCED,342,12,,,,
2023,DEPORTE,2301D0100,TENIS DE MESA PARA TODOS,DIGUILLÍN,CHILLÁN VIEJO,65.066.776-K,CLUB DEPORTIVO LIBERTADOR BERNARDO OHIGGINS,343,12,,,,
2023,DEPORTE,2301D0101,PARTICIPANDO POR EL CAMPEONATO DE FUTBOL DEL ALFUR.,PUNILLA,SAN CARLOS,71.332.600-3,CLUB DEPORTIVO EL SAUCE,344,12,,,,
2023,DEPORTE,2301D0102,PREMIACION FINAL CAMPEONATO FUTBOL 2023,DIGUILLÍN,EL CARMEN,75.426.700-3,ASOCIACION LOCAL DE FUTBOL DE EL CARMEN,345,12,,,,
